"Texto","Target"
" women shy sexuality lot cool conversation much judgment got safe space y'all want talk lol ","stereotyping-dominance"
" right today's male dominated world woman stand n defend integrity especially guy offers love comes will let know kidding want daughter slap arrogance ","non-sexist"
" like hawley look feel like outsider doubt generate enthusiasm comes puritan socially conservative think desantis beat gop electoral chances ","non-sexist"
" long hair follicle test fake shit outta go get cleanse pee clean grab fake pee woman drugs pee ","non-sexist"
" ok listen intend start marital fight just blame seth one ","non-sexist"
" jesus disconnected modern culture within age gap people round age using weird words terms like manspreading sus gatekeeping doxxing etc gonna lie feel like fucking grandpa talking people age ","non-sexist"
" dont one u slag ","misogyny-non-sexual-violence"
" 4 years dems resisted 45 now yall say gop dividers media propaganda dems china owns dems one dem condemned china virus dems blame 45 response ","non-sexist"
" herh won hearts baby girl will go places mention name ur enemies will tremble depressed whole week today happy ","non-sexist"
" oh pearl clutching handle woman using dirty word sold soul support mr grab m pussy maybe fuckers act like bunch fuckers need call fuckers fuckers ijs ","sexual-violence"
" tanaka fuck ya lose anyone sonia literally said loves us equally really thought guy like take away ' m tired excuses don ' t talk unless way turn back ","non-sexist"
" trophy wife ","objectification"
" u imagine cheating ur bf getting pregnant dude even race either lol god said ","non-sexist"
" think someone ally feminism support personal definition seems rather arrogant call stupid beliefs intentionally bad faith misrepresentation saying trump supporter ","non-sexist"
" men twitter shocked ","non-sexist"
" cant say tory lanez name facebook cause whenever i get told hate black women ","misogyny-non-sexual-violence"
" whether course even point anymore breathtakingly repulsive misogynistic condescending mansplaining sad little man saw fit wave print goddamn disgrace ","misogyny-non-sexual-violence"
" mansplaining ","non-sexist"
" think misandry real ","non-sexist"
" slutbag ","sexual-violence"
" may tipsy one noticed keri hilson invoking josephine baker baker risque women days like truly life ","objectification"
" love carry young lady daughter age u r human like rest us god bless america ","non-sexist"
" ngl get arrogant classist argument posh girl feminism often overlooks class factor oppression know copied someone's book kind horrible ","ideological-inequality"
" let add little fire blaming woman one driving asks husband go back seat father sit front will accept mother will gladly give seat air thoughts ","non-sexist"
" make sourdough buy chickens watch daily premier press conference buy indoor plants buy vegie seedlings make masks lose made masks buy masks get know postie well buy amazon shares get fat buy clothes online ","non-sexist"
" just covid shot meeting like lady ","non-sexist"
" just watched first two episodes slag wars still drunk christmas party never laughed much life ","non-sexist"
" nigga read falsely accuse rape exposed harasser women need aware niggas like killing fault decision ","non-sexist"
" u take zenitsu take shinobu u fucking whore ass motherfucker ","misogyny-non-sexual-violence"
" honestly tempted go straight battle gods feel like least watch first cooler movie history trunks ","non-sexist"
" son dont deserve pain ","non-sexist"
" become aggressive ignore trying touch touching sexual comments continuous harassment say interested ","sexual-violence"
" middle click pings game non voice comm solutions just bandaid covering festering wound toxic masculinity online video game communities need address root problem ","ideological-inequality"
" hate tech bros know hate wall street bros techie bros fortunately neither town many techies engineers saw self driving car next 2 days ago many woman campus designated parking pregnant women ","non-sexist"
" se1 london flat hounding london breaking whilst living room 2003 manipulation my mothers lives also case train mum lived abingdon chance opp kelly's dentist kelly's records removed days ","non-sexist"
" loud powerful bigots louder majority feminists believe person honestly hear bigots anyone else still conscious choice choose grotesquy unflattering standard bearers ","non-sexist"
" black woman creating vaccine proves great dr amos wilson said white domination without black participation ","non-sexist"
" see online feminist say thing concerning little boy abused sodomize deeper life school mom pr work get support ","ideological-inequality"
" — wasnt girl let win soeasily childe well win may ask pretty curious case expected sure ","non-sexist"
" love botdf kept teachers fingering hahaha sodomize me hahaha nah im just nod detention ","sexual-violence"
" one force idc angle take done done just like women men choices accept problem verbally tell move keep distance ain't baby ain't shit talk ","non-sexist"
" rampingup fund 3 year meantime we wanted work awesome angels especially women angels investors launched parallel fund dm details ","non-sexist"
" woman tapped man goodnight ","non-sexist"
" way reduce women ","misogyny-non-sexual-violence"
" example empowered woman islam pre islamic era ","non-sexist"
" yiling laozu's tits ","sexual-violence"
" ada tell took offense like mom mean will starve need come cook anything got go cook husband mess upppp ","stereotyping-dominance"
" really stupid never boasted assaulting women y'all glaze word let said women let whatever idiot assault woman lets grab idiot ","sexual-violence"
" reputation sexual harassment going start job knowing get fired 2 months something's shady af trump's setting fire country way ","non-sexist"
" writes cock carousel later use ","sexual-violence"
" also mean like namjoon bm wonho one guy pentagon fat titties uwubut inclusive aslong person uncomfy d ","non-sexist"
" megan rapinoe billie jean king 174 female athletes signed amicus brief support trans girls women playing sports gender identity women lgbtq athletes deserve equal opportunity participate sports ","non-sexist"
" even federal government feds take aggressive decisive actions subvert powers time us government act like big dog amp show damn teeth send state subvertors back puppy pound whimpering ","non-sexist"
" feminazi understand gender equality give power one side ","ideological-inequality"
" lol still upsetti spaghetti thick boi chad fans apparently asking allow balls drop makes lutba ","sexual-violence"
" bitches suck just get da top ","sexual-violence"
" seriously though john knox stanning comrades explain richard leonard going calls nicola puritan ","non-sexist"
" woman spouse page saying three year old acting dad gone advice spank toddler make wall sits planks ","non-sexist"
" ealthy care personal touch'garvm pharma since 1987 pathankot punjab india info ","non-sexist"
" economy sentient treat people dignity respect really trying say also neera creep outs sexual harassment victims ","non-sexist"
" tease wants eat ass suck cock ","sexual-violence"
" least tranny like previous first lady google says true ","objectification"
" wait till 2024 feminazi ","ideological-inequality"
" agree hui dui labour far prefer call pm cindy always seems vaguely sexist ","non-sexist"
" reading insert number genuinely forgotten time just finished man invented christmas equally good think making christmas carol ","non-sexist"
" hahha okay u say ","ideological-inequality"
" ok female body need go hard celebrating pregnant like every single month dude chill ","objectification"
" national immigration legal services directory immigration advocates network ","non-sexist"
" time shake traditional bullsh t vote now take birth control cause know ‘getting pregnant woman's fault ' women especially black women excel much y'all got ‘having ma top list accomplishments ","stereotyping-dominance"
" oh billie much just slag please never forget x ","non-sexist"
" family guy trashes everyone destroy left ground pound right makes show funny ","non-sexist"
" think okay grab woman without explicit consent clearly drunk unable properly consent refuse will assume guess makes assaulter ","non-sexist"
" ever gave 1 slut anything young pup thought found dat one ","misogyny-non-sexual-violence"
" vote allow women choose sex person conducting invasive examination appalling circumstances make bloke like feel unsafe ","non-sexist"
" happy new year thank much getting god awful year support amp insight appreciated funny memes amp pics great well raising glass 2021 beautiful amp better year amp ","non-sexist"
" women will make fun men enjoying rajnikanth movies will enjoy netflix show 9 year old girl playing chess head defeating 10 people simultaneously get better power fantasies ","non-sexist"
" feminists like women equal rights say draft men hold doors open people swear around women ","ideological-inequality"
" tfw white man interacted 3 years decides add considered discourse ","non-sexist"
" told dawg aine tryna cock block lol shit will weird us working together ","non-sexist"
" great two woman wearying tights spank ass ","objectification"
" like understand logic throwing last tripple threat show year ago tell people mosh physically abuse women get shoved accident kick shit pisses much ","misogyny-non-sexual-violence"
" really always blame men men lose interest woman puts pussy sale mean willing seller willing buyer next mantainence fees women claim sex ","objectification"
" ugh fucking worst okay know sexist right know part oppressive class mean please point use status feminist way distinguish men appeal women ","ideological-inequality"
" hahaha way eyes ugly today ","non-sexist"
" like god fucking damn now lesbians need goddamn phd whatever fuck y'all talking just y'all think lesbianism capable unique thing y'all always want associate men cishets speak normally fuck ","non-sexist"
" hate women kill women ","misogyny-non-sexual-violence"
" ᅠᅠᅠᅠᅠᅠ      look like fucking whoreᅠfor you， huh？ᅠi want see crying toᅠme cause broke another devilᅠbreaker ᅠ finish breaking head ᅠᅠ ","objectification"
" thank writing sexual harassment headline ","non-sexist"
" actually like double pound lot better c assist ","non-sexist"
" factually untrue feminazi rights ","ideological-inequality"
" incredible tim allen made whole career shitty hate wife jokes women play kind gorgeous mysterious assasin paid kill him— scummy landlord probably— literally show ","misogyny-non-sexual-violence"
" rules equality humans mean simplistic zero sum privileged oppressed view crt theory qualifies privileged based ethnicity one saying one rights due historical oppression saying shaped jewish culture within ","non-sexist"
" unknowingly called girl please call sexist apology sound like rest okay apologized half heartdly still apology accepted now good riddance ","ideological-inequality"
" white feminism fascinating ","non-sexist"
" lara's brows raised seems little maid imaginative originally imagined even thought lucy good girl though may let wear tube top short skirt wear bra panties ","objectification"
" cock carousel will leave women memories wish forget past turn back cold lonely future ","objectification"
" know deserve ","non-sexist"
" gop found bottoms finally trump mother vagina gave predator permission grab support now need contrite every woman lives forever ","objectification"
" oh shut transparent little wanker ","non-sexist"
" one mother's gone god cant imagine lucina cereza react saw fucking take raised slut im gonna fuck like one started go full force railing lucy caring hard rough going ","sexual-violence"
" men genuinely believe women good sex called beheading feminists indeed classified hate group way people call eradication non white people earth part one ","misogyny-non-sexual-violence"
" now ain't saying gold digger ","stereotyping-dominance"
" mean like women sometimes also men though use label lesbian convenience purposes since believe long run much rather settle least try dating woman man ","non-sexist"
" thought play race card victim mentality ijs ","non-sexist"
" just seen redneck post sc soapy truck gt soapy tits god ain't true floridian redneck shit idk bro ","objectification"
" dread think knot fear dread sickness hit many women tonight heard news locked abusers soon lockdown began feb 1st thought took media months help hope keep momentum ","non-sexist"
" remember one time just started 6 form wearing shorts tights long boots teacher looked said bit risky look like prostitute stop sexualising kids ","objectification"
" strong catholic communities attempt action will total failure play hands neurotic puritan pamphleteers government officials mps course action strengthens side undermines must diligent 2 ","non-sexist"
" got dirty ass twitter friends ","non-sexist"
" men expect women go around dressing like anime girls thigh high heels immediately give prostitute look ain't nobody giving shit anime irl cared getting mistaken prostitute looks belong bedroom ","objectification"
" oh also hot humid frigid icy windy mosquito ridden lived farm long time every family visit snows may ","non-sexist"
" abide high standards expect others ","non-sexist"
" 35 8ths new year • tap inchristmas sale free shipping1 exotic 160 oz 2 400 quarter pound 3 1500 pounds 1 2 day shipping ","non-sexist"
" whew calling crazy taking issue tweet height mansplaining suggest take meds calm trigger insecurities just like hoped toxic maxim ","non-sexist"
" useless trophy wife moments literally made useless let sit cute want ","stereotyping-dominance"
" harassed ","sexual-violence"
" wish suck toes pound pussy ","sexual-violence"
" almost got dawg pound sense talking anymore rounding corner keep great work aditi ","non-sexist"
" ex aide ' ","sexual-violence"
" lmaoo wow women really understand men tweet horrible ","stereotyping-dominance"
" fat peoples now mad lizzo wants lose weight make stuff friends ","non-sexist"
" mum thinks nose ring makes look like prostitute still money yet change mindset must preach ","stereotyping-dominance"
" purpose introduce political social equality white black races physical difference two judgment will probably forever forbid living together upon footing perfect equality abraham lincoln ","non-sexist"
" provide access source material relevant appropriate ","non-sexist"
" think cruel put anything writing change agreement wait due concerned well work getting ugly broke want ","non-sexist"
" idc anyone says misandry islamic promotes hijab ","ideological-inequality"
" refuse gifts favors fees free travel special treatment ","non-sexist"
" feminism literally came women unhappy rebelling men want believe natural biological instinct allegedly wants ","non-sexist"
" feminazi want suggest kita kena squeeze woman get equality ke bukan merit batshit stupid stuff lol tak kisah semua perempuan semua lelaki pun panels deserve post merit let em ","ideological-inequality"
" also male povs enjoy fucking show men usually view women infuriates make hate characters add female characters usually fucking stupid reason ","stereotyping-dominance"
" enforced sister covers head choice amp regressive backwards choice amp feels empowered attire amp another woman feels empowered mini skirt though may support other's choice ","ideological-inequality"
" antisocial ion shake hands say wsp bitches ","misogyny-non-sexual-violence"
" race baiting point accurately media speculation coverage varies greatly based race find less dozen studies hundreds articles confirming quit mansplaining ","non-sexist"
" idiotic honestly nowhere will satisfied starting think trait women women many rights still complain every day stupid shit mansplaining manspreading rape culture exist dont let grow ","ideological-inequality"
" instead condemning manspreading encourage genders spread legs much possible ","sexual-violence"
" ealthy care personal touch'garvm pharma since 1987 pathankot punjab india info ","non-sexist"
" islam punishment adultery hit 100 staffs men women eastern societies punishment given women women also killed ","misogyny-non-sexual-violence"
" like really care misandry ain't real think sounds like something someone say defend dave ","non-sexist"
" spare males think politically savvy think recourse blaming women republicans blame sunshine mitchie ","non-sexist"
" public entitled much information possible judge reliability motivations sources ","non-sexist"
" blame shupranakha much blame ravana ravana chosen believe brother made rama enemy instead went believe women ","non-sexist"
" see read email glad help case controversy much larger either implicates fundamental relations viz well states ","non-sexist"
" really care making fun woman's appearance crooked eyes freak like wearing human suit ","objectification"
" women feminism real man feminism women ","ideological-inequality"
" look like right cunt now ","objectification"
" please tell us levels rape jfc whats wrong parents ","sexual-violence"
" think something instincts weaker beta men submitting stronger alpha male whitebois enjoy cucked losers women taken might evolutionary adaptation make sure resist replacement ","ideological-inequality"
" okay call sexist besides whole dictatorship debacle bitch real tiny ","misogyny-non-sexual-violence"
" sexist use insult even woman let ask associate word … — call cats men women pussies see coming disagree insulting people general … ","ideological-inequality"
" thanks naureen become convinced years men rape problem men anti rape solution ","ideological-inequality"
" dumb blonde ","stereotyping-dominance"
" o c much consideration ellen page man now ","non-sexist"
" merry christmas stop pedophilia amp rape want help us raise 1 5m need help us save kids amp adults lives 10 referral fee offered thanks ","non-sexist"
" dumbass trying give white privilege call racist sexist white women special category dumb ","ideological-inequality"
" seeing alot chavs walk shops without mask cool badass look like skanky cunt people look disgust fuck ","non-sexist"
" 《 deserve praise considering couldnt even reply single time dm rp ","non-sexist"
" fun gay guy call honey sweetie insulting intelligence dismissed fine sexist somehow just part gay culture ","misogyny-non-sexual-violence"
" taylor's great person ill will always seen victim every scenario people never held accountable basically ruthlessly tearing 1 woman absolutely nothing katy apologize taylor started ","ideological-inequality"
" invisible women palm oil industry work vast plantations produce 85 world's versatile vegetable oil palm oil ends supply chains biggest names 530 billion beauty business ","non-sexist"
" exposing multiple fake accounts edited photos months become hobby hate bullies vulnerable young women ","stereotyping-dominance"
" short leather skirt tights tonight car niceanyone like see evening develops ","objectification"
" fact nigerian men constantly think feminism revolves around them alone will never cease amaze fighting rights ‘angry bitte yes nigerian feminism every right ","ideological-inequality"
" realm royale celebrating internationals women day ","non-sexist"
" thx onethose tits kirstin damn ","objectification"
" saw vids tl made think sm used taemin say things pander older women time minor like age matter relationship ","non-sexist"
" getting picked place years ago tried get strangers car thinking friends even knocked window like ‘why unlocking door seeing tinted windows random lady ","non-sexist"
" women headed pubs women gathered together homes relaxed enjoying other's company respite holiday work mostly today's women's little christmas day women get together celebrate lives achievements ","non-sexist"
" suck pierced tits ","non-sexist"
" honestly main reason women witcher like geralt much well ones scared prejudiced anyway bc hit raw without risk pregnancy stisthe man gift sex gods lmao ","misogyny-non-sexual-violence"
" dom fucking fish faced cunt wank anorl fuck ","sexual-violence"
" fucking personal entourage cops like bitch clearly expecting shit much got pig escort yet still gonna try look like victim ","ideological-inequality"
" consistent art design self explanatory use style without making major changes game preservation archiving games ensure forgotten keeping promise going back promise now shut fuck stop whiney lil cunt ","non-sexist"
" tired puritan bullshit adult free dicks ","non-sexist"
" fucking slag ","misogyny-non-sexual-violence"
" video worths 2 minutes attention get glimpse reactionary backlash feminism nepal observed women fitting traditional profile conservatism framework female role mother wife brutally bewitched ","ideological-inequality"
" hypnotically taken againa woman unknowingly hot fling brother former lover using ","non-sexist"
" ppl rlly like kill men rape women bitch just blow earth make strongest nuclear nuke ever existed end humanity ","non-sexist"
" huge w misandry ","non-sexist"
" correction sends shawn fancam trying attractive ","non-sexist"
" yes china done better start pandemic cant place blame china proper measures place drastically reduced number deaths cases cant blame one group people government solve problems ","non-sexist"
" sick fuck fucking hate cunt hurt ","misogyny-non-sexual-violence"
" yell whore loud declined facetime ","misogyny-non-sexual-violence"
" fuck cunt yeah money people like osteen get 4 billion keep fucking help asshole ","misogyny-non-sexual-violence"
" depends day manipulating instance speaking daddy men especially middle aged old men uses porn voice slight accent speaking women switches regular voice without accent ","stereotyping-dominance"
" like lady godiva one time kitchen riding heard iiiiipppp riippppp went see happening rid diaper riding natural lol ","non-sexist"
" sit back let black people supposed respect uplift feminists tell empowering feminists wrong ","ideological-inequality"
" winter sale arrived extra 15 plus free shipping code wntjan7 puritan's pride brand ends 1 23 discount offer health amp amp fitness deal latest offer today ","non-sexist"
" also imagine hard try funniest friend friends freaking comedians blonde jokes tho unintentionally least im dumb bit funny ","non-sexist"
" well trained trophy wife ","stereotyping-dominance"
" odds good trump raped sexually assaulted minors perhaps epstein island perhaps elsewhere mention many adult women paid pornstar spank magazine wife home w newborn baby ","sexual-violence"
" women beg money nd sex cheat ","stereotyping-dominance"
" damn wanna see ass gangbanged ","sexual-violence"
" works best surgically beautified lebanese persian shi'ite woman showing volumeous hair super secular like wahaabees saudi arabia instant 45k followers 30k will iranian bots ","objectification"
" people used swear satire account rex right fucking moron normal people embarrassed person man woman camera tv ","non-sexist"
" talking protect black women literally shaming black women wanting rapist face consequences actions fucking lame ass bitch ","sexual-violence"
" honest housemates care going parties new years living pandemic selfish cunt also 41 look like sack decomposing potatoes ","objectification"
" wrote rant funny thing demanding random artist funny memes waste time compiling evidence demand nothing short people whose job exactly fucking ","non-sexist"
" patriarchy really cold blooded hot blooded stingy bastards ","non-sexist"
" men still fear feminism look comments women journalists scientists social media unfortunately just like past men healthy self confidence need ","non-sexist"
" mike huckabee ","non-sexist"
" love idea stupid like mistaking mf things wannings pool 2 men fucking cwn never getting gangbanged mr anything watch vowing kill touching ","non-sexist"
" fucking prick people need stop following feeding cunt man ","non-sexist"
" shut bitch gt ","misogyny-non-sexual-violence"
" pillows just aesthetics loli know women love lot pillows bed use couple sleep find hard sleep without pillow know neck will hurt next day ","stereotyping-dominance"
" bitches want pressure ","misogyny-non-sexual-violence"
" much hate coworker friend ass put chicken wings felt like racist got chicken wings social compass probably type mental illness just attention whore ","misogyny-non-sexual-violence"
" still pass seen bitches flying around invisible nshit helll ","non-sexist"
" chad accuse wife cheating identical twin rapist considers rape cheating worse dena's stuff ","sexual-violence"
" want grenell always talking abt sexual orientation always crying abt irans gov hanging gays hang gays bc sodomize little boys death grenell tell america disgraceful liar ","non-sexist"
" fuck dutch cunt ","misogyny-non-sexual-violence"
" still grasp women kid dude everyone think kid really trap nigga now looking stupid single mother ","stereotyping-dominance"
" agree neither us want women arrested jailed put danger simply selling sex also agree must much tackle reasons behind prostitution probably also agree need healthcare provision services ","non-sexist"
" see one fucking fool attribute te rf transmisogyny misandry going start screaming never stop ","non-sexist"
" cuddie bitches just weak ","misogyny-non-sexual-violence"
" give damn think asshole fact trying cover precious abiy ahmed genocidal regime talking children woman elders slaughtered just amhara say whole lot ጡረተኛ ካድሬ ","non-sexist"
" sweet girl 1 ","non-sexist"
" never thought add spreading baseless paranoia diagnostic tests generational pandemic scorecard problematic contributions third wave white feminists ","ideological-inequality"
" tried ship return package today pair pants 1 pound fits bubble mailer local shipping place quited 200 two hundred depending option israel fuck ","non-sexist"
" ever see woman start take earrings good ring friend gave rings wear public place either need run grab popcorn turn jerry springer real quick ","stereotyping-dominance"
" uniforms ladies might just wear g string work plus short mini skirt claim want attention men lol kkkkk must wear uniforms ","objectification"
" youre older stupid fuckingg bint ","non-sexist"
" tip dating florida nigga leave us florida women ones know put crazy asses ones understand us ","non-sexist"
" grinch keep christmas year tiredby alexis novakusually join festivities time exhausted trying protect reproductive rights ","non-sexist"
" keyboards form manspreading ","non-sexist"
" oh 98 2 greater 99 anyone younger 30 years age data percent permanent long term damage tell fear mongering just lead effects deaths ","non-sexist"
" main source inspiration confidence self love left group may heal recover gorgeous still empowered woman know love queen ctto ","non-sexist"
" question really like ask girls get like glued heat sealed onto hairline remove damage exits women's business ","non-sexist"
" look like prostitute looked like daughter sir disturbing news women ","objectification"
" just dick size masculinity power aggressiveness stamina sperm count women want real man timid bitch afraid spank ass take control compare black men way shape fashion ","stereotyping-dominance"
" language fixed thing definitions change naturally time good majority words mean thing thousands years ago many words different altered definition even couple years ago remember language man made ","non-sexist"
" fuck galloway punk bitch ","non-sexist"
" cunt people standing right thing look like fucking loser ","non-sexist"
" write think will attractive honest suggest make edits version ","non-sexist"
" first kiss every inch gorgeous body suck beautiful tits eat beautiful cunt fuck ","sexual-violence"
" true stated young blacck rappers harm community grab bag mature 25 years later switching due maturity past damage done snoop instrumental helping women identify hoes ","stereotyping-dominance"
" annoying tras ask think tr nswomen women give definition women means somehow still expect understand perception counts ","non-sexist"
" u ever need kill man lemme know bby ","non-sexist"
" scared will realise hypocrite mamckamxmxcme class ur literally cishet man stfu twt male idols men omg male idols manspreading omg ruin ","non-sexist"
" men hard wired wanna fuck curvy women bc hips tits deliver care child leave society demonize stigmatize dating women size 6 men look hourglass figure something happens brains look ","objectification"
" oh okay minority speak backbone progress innovation country please stop feminazi rhetoric ","ideological-inequality"
" days lucy bullies days bully think beautiful ","non-sexist"
" either someone jumps throat ","non-sexist"
" feminism creating individual consumer controlled long term financial products ","ideological-inequality"
" outfit look like whore signed come nearer carefully moving forward friends asked permission tilted head tried remind – ","sexual-violence"
" krueger pleads guilty child rape brookings county grand jury indictment says krueger assaulted boy jan 1 2012 dec 31 2013 2 4 years old ","non-sexist"
" coronavirus sent women back 1950s ","stereotyping-dominance"
" taylor women haters ","misogyny-non-sexual-violence"
" yes roxy dear right skirt much longpersonaly think look better short skirts byside right iam dirty slut love look like hooker ","objectification"
" taxpayers obviously women riding cock carousel getting knocked expense apparently ","ideological-inequality"
" happy christmas uk feminists ","non-sexist"
" feminism intersectional love now ","ideological-inequality"
" high ass fr went looked calendar bye ","non-sexist"
" bears fan say browns got deserve really thinking cody parkey kicker ","non-sexist"
" sad us men trust women much tell show em everything biggest downfalls times ","ideological-inequality"
" u see driving fucking honk wave will get dumb blonde itis wave back forget one driving ","stereotyping-dominance"
" beautiful imma cri ","non-sexist"
" pregnant ass go tubing mountain get just enjoy view ","non-sexist"
" manspreading tom holland ","non-sexist"
" totally topic listening latest pod amp comment use word dude loli male friend calls dude asked said call everybody dude way come across sexist respect ","non-sexist"
" hate women ","misogyny-non-sexual-violence"
" call 7yo kiddo past day twitter taught sexist wrong will call her full name dr tess tickle fun name joke guy called dr jill biden kiddo go hell ","non-sexist"
" ass cheeks satan wanted mouth snatch salivating top ren's needy gasps hard spank woman's rear caused likely unexpected reaction makazeko's fingers moving around inside snatch ","objectification"
" young women romantic notions think way concept male attitudes literally understanding risk neither women went looking sex read news ","stereotyping-dominance"
" make great bbc slut ","sexual-violence"
" supposed represent ideal mutually incompatible take actual men equation just assume grab bag things woman might find attractive win say actually preference anymore ","non-sexist"
" top title tracks 1 mine beautiful shine forever follow fantasia ","non-sexist"
" lot talk respect equality fundamental relationships sure reciprocity absent balance give takes best dealing parasitic dynamic cut line learn value amp go forward ","ideological-inequality"
" fuck need xbox xbox one opinion understanding like best one date fuck literally give 200 fuck family sometimes bro cuz embarrass ","non-sexist"
" perfect collaboration parties like hw achievable wen others bring table jecha yu go blame zanu sabotage jecha sunga one sunga dozen sabotage enuf maturity hapana lot just playing gallery ","non-sexist"
" just want go bed slutbag mother drunk banging around kitchen adjacent fucking room talking new mcm fucking hate alive ","misogyny-non-sexual-violence"
" said prevented suggesting happen referring times happens men choice whether fathers cases happens women women escape motherly responsibilities anytime ","ideological-inequality"
" yeah pretty much whole thing get laid within month get gangbanged ","sexual-violence"
" men feminists lewis say movement think women's rights anti trans acknowledge conflict trans rights women's rights choose prioritize males feminist ally ","ideological-inequality"
" aurora trophy wife ","stereotyping-dominance"
" god hate women pose like hands knees ffs stand straight person ","objectification"
" forget trump biden going address real pandemic destroying family unit feminism feminism insult christian way life destroying women joined millions men going way ","ideological-inequality"
" understand also grab women pussy ","sexual-violence"
" summary focus building value fun time timeavoid distractionsdon't display much interest enjoy world her'smake earn attention women's prime 18 25 men's prime 25 40 ","stereotyping-dominance"
" culinary degree husband needs eat whatever fuck cook ","stereotyping-dominance"
" disclaimer way actually believe women unintelligent terms like bimbo dumb blonde originally created attack outward interests amp expressions hyper femininity ","objectification"
" one make fun friends one also playing games said friends slimy bitch ","non-sexist"
" millions us know truth hands tied justice system hard believe votes much taken us will come gonna long f n road ","non-sexist"
" forget second important stick figures tits horny ","objectification"
" brainwashing real men took koolaid just chance sniff hair fvcking sad ","non-sexist"
" dead america worst school ever morons women make babies uterus ovaries men make babies penises sperm school ever dumbest person alive must gone harvard ","non-sexist"
" many sex toys enjoyable men women y'all like ","non-sexist"
" wtb 9 178 gilgamesh proceeds forest cedar forest amp cuts sacred wood kills also monster protecting arboreal stand abuse easily modern corporations roll amp kill indigenous cultures ","non-sexist"
" motherhood vs success riding cock carousel without bordering bastards ","sexual-violence"
" recent national data indicates rise gender based violence canada – speak needs done address canada wide problem 6pm tonight ","misogyny-non-sexual-violence"
" actually hate every women lmao take every shit twt seriously ","misogyny-non-sexual-violence"
" one thing fasho ima sing girl whole concert ya lil baybee ","non-sexist"
" v grateful prof just allowing actively cheering fact fucking gay seminar paper wish clea read similar sources queer kinship made goddamn movie ","non-sexist"
" triggered transit pink tax exist ","ideological-inequality"
" taurus women loyal ","non-sexist"
" gideon always known went gangbanged death skeletons ","sexual-violence"
" obviously never club gay men grab women grab women make grab money powerful motivator hell women clubs known big money guys let men kinds things ","stereotyping-dominance"
" look like whore street corner aint say nothin ","objectification"
" sloppy whore new years ","non-sexist"
" property management group hires dregs society favor allow ","non-sexist"
" bigotry lesbians women color early feminism taught classes ","non-sexist"
" yes also part 17tr ft block toluene ft's customs checks tsrifffs etc etc annual sum less cost couple gvmnt ppe track trace cock ups ","non-sexist"
" 1st book kind site view amazingly faces recognized easily women love amp like men like just one thing ","non-sexist"
" rewatching mf talks bookstore leaving bitch ","non-sexist"
" now call sexist daddy supposed win situation lol ","non-sexist"
" will speak unborn joe biden support women killing children egregious act abortion kill one person help another leaders need defend vulnerable fail god gives life ","non-sexist"
" know noticed racism something people see negative neither stupidity violence towards women using constitution wipe collective asses ","non-sexist"
" pregnant ","non-sexist"
" writing wall joe slips falls gets feeble ta dah first female woman color president potus left coast feminazi ","ideological-inequality"
" fuck says bint see u get bullied ","non-sexist"
" gonna get called sexist even though comparing artwork whatever lol call less sjw call nothing called ","non-sexist"
" sculpture terracotta alter great mother archeological item neolithic period ","non-sexist"
" want girlfriend y'all bitches letting dudes work tickle good ","misogyny-non-sexual-violence"
" stubborn first now look mess baby barely started desperate stand empty need fucked filled spreading legs like whore yoongi moans around tip thumb ","sexual-violence"
" hanabishe's extremely energetic never lacks energy also loves big sis hinata tries just like even comes slut loves getting gangbanged the merrier oh tougher might seem first ","sexual-violence"
" 3 3 mansplaining swindled money every woman person able feel autonomy ownership car matter make model worth ","stereotyping-dominance"
" look dressed like prostitute anyway ","objectification"
" report woman's culpability news article battered husband past six years ","misogyny-non-sexual-violence"
" cousin's cowboy friend came breakfast morning now mansplaining classic truck cowboy hat smitten ","non-sexist"
" put one 1 black woman thought sumn god ","non-sexist"
" pay nearly 400 long term contraceptive fitted funny thing covered insurance government's high prescription charge assistance ","non-sexist"
" eat pussy make com deserve ass ","sexual-violence"
" look like cunt ","misogyny-non-sexual-violence"
" woman taking care family empowered woman according feminists ","ideological-inequality"
" victoria throwing beer robert calls chrissie sloppy seconds feminism actually ","ideological-inequality"
" republicunts refusing additional funds months ago either busy playing golf notice deliberately stalling make look like cared coming bigger figure plucked sky biggest cunt universe ","non-sexist"
" rewriting history favourite pastime paid distorians quoting proof furthering lies cult responsible forcing hindus shield women ethnic cleansing kashmir forced hindus leave women behind sex crazed cult ","misogyny-non-sexual-violence"
" deserve fans you evry argument mum dad fights ","non-sexist"
" arrive realizing put layer frigid chicago air lose rock paper scissors determine wait line check set ooo email notification check line fight flight activates hear someone sneeze ","non-sexist"
" great now two just happen oh well just keep proving points far made us ones will end day amp will deal ","non-sexist"
" western tigray 200 000 civilians abducted amhara militia fano taken unknown locations kept without food water four days told militias waste bullet kill hunger women raped killed pls act ","misogyny-non-sexual-violence"
" lol sudden presumption feminists ","non-sexist"
" sef see know wrong ladies days ment supposed men accord respect nonesense must crazy ladies want come just know mad ","misogyny-non-sexual-violence"
" shut whore mouth ","misogyny-non-sexual-violence"
" janette manrara very short skirt tight shirt ","objectification"
" guys cute interesting music pretty good idk liked plot sounds stupid pretty much women overtook government now dominating weapons forbidden use hypnosis mics fight opponents lolol lyrics damage ","non-sexist"
" yeah two women just seem get enough ","non-sexist"
